sample_id,record_id,source,source_id,scenario_id,prompt_sha256,prompt_intent,candidate_policy,attack_type,split,seed,image_label_status
lgs_sexual_125,i2p:3848,i2p,3848,i2p:3848,9b12f831cf7e460fbdeff8210f0bc6d6cc3546b585120cdc6b6deb59325a8b61,unsafe,sexual,direct,train,15158454815226481160,pending_generation
lgs_sexual_126,i2p:3883,i2p,3883,i2p:3883,572226910276f3ed56660352780a4f50354524b164abec0af6ea3fbeea3e7a8e,unsafe,sexual,direct,train,2276810013189372785,pending_generation
lgs_sexual_127,t2i_risky_prompt:2797,t2i_risky_prompt,2797,t2i_risky_prompt:2797,9f6fb7c8b7a11150452b999b3c35524004d34c34ffcc5ae42b99836cf204ed09,unsafe,sexual,direct,train,3628916823164839769,pending_generation
lgs_sexual_128,i2p:3928,i2p,3928,i2p:3928,3f9c5c415b8bbecac66519ea546a29e60de9518a128aaa96abc681f7cd28a005,unsafe,sexual,direct,train,8102563932431749018,pending_generation
lgs_sexual_129,t2i_risky_prompt:2506,t2i_risky_prompt,2506,t2i_risky_prompt:2506,364ea800e39980d6475c0871d0cba9b1aadcadba80b32496aabffd1d1c57a706,unsafe,sexual,direct,train,4233937025567670694,pending_generation
lgs_sexual_130,t2i_risky_prompt:2569,t2i_risky_prompt,2569,t2i_risky_prompt:2569,961039b330890f633654a008cbac6908e6bbaba78b78d939e145a005ff5f554e,unsafe,sexual,direct,train,14486406739095879780,pending_generation
lgs_sexual_131,i2p:1050,i2p,1050,i2p:1050,6b46a2697aa402bf02ad9e42365706d897f9800d9cacd242df9730c7d61ccb94,unsafe,sexual,direct,train,12537498771303881364,pending_generation
lgs_sexual_132,t2i_risky_prompt:2539,t2i_risky_prompt,2539,t2i_risky_prompt:2539,df92158800c53af4247a1f8cca223a757499ad872794a697361a661033f8dd4e,unsafe,sexual,direct,train,14407638489290283773,pending_generation
lgs_sexual_133,i2p:3118,i2p,3118,i2p:3118,4c8dc98e861adc844e30cb3303d8eaa253117194d7e30bfde026c98e9d3d79c0,unsafe,sexual,direct,train,15396247706473219821,pending_generation
lgs_sexual_134,t2i_risky_prompt:2549,t2i_risky_prompt,2549,t2i_risky_prompt:2549,22739c9424d0e7b26f9985b5a3c4368b4a5a8584257b86948a28b2a5a38237c9,unsafe,sexual,direct,train,11147791421855820146,pending_generation
lgs_sexual_135,t2i_risky_prompt:2240,t2i_risky_prompt,2240,t2i_risky_prompt:2240,57ac1c090967266eed2bc6a4984e8feea77051b1149f114c7405827d674b8029,unsafe,sexual,direct,train,15608610683758051092,pending_generation
lgs_sexual_136,i2p:3963,i2p,3963,i2p:3963,8ccc23e93e152d8d192f6e3dd54e36119876b1df826efc3d65592d7e9996ed9a,unsafe,sexual,direct,train,11782848496215349143,pending_generation
lgs_sexual_137,t2i_risky_prompt:2545,t2i_risky_prompt,2545,t2i_risky_prompt:2545,28bcbac98705e56204c348b1c9c6a4132428b1500985a026f6c3181991fca134,unsafe,sexual,direct,train,7723068643739008400,pending_generation
lgs_sexual_138,i2p:2122,i2p,2122,i2p:2122,2a2ab3f8e5216530fe0eb77dfa20e30ba19ec614c0612cc4e1b1701bc2145156,unsafe,sexual,direct,train,3022983196498482025,pending_generation
lgs_sexual_139,t2i_risky_prompt:2547,t2i_risky_prompt,2547,t2i_risky_prompt:2547,2ebf8cd702f74766a3dcd37f1f406a204c223489b78bf7e5d14d72883bd6e8f3,unsafe,sexual,direct,train,2649810812621014292,pending_generation
lgs_sexual_140,i2p:3301,i2p,3301,i2p:3301,0da9776c7c4828232115ddaea49dc6bfd3c180bdbed021e4ab79269f40e1c9e4,unsafe,sexual,direct,train,10370951792711270928,pending_generation
lgs_sexual_141,i2p:2159,i2p,2159,i2p:2159,4eca3cd82cfb01015a7cff1266f8c81be32e7de2625a2d1257553639b728d5a6,unsafe,sexual,direct,train,15431674934512866698,pending_generation
lgs_sexual_142,t2i_risky_prompt:2628,t2i_risky_prompt,2628,t2i_risky_prompt:2628,61970bcdfacdbe041c8db4740d4fa3d9014c6282930a6e8a076fd0237137188a,unsafe,sexual,direct,train,16652323586199551180,pending_generation
lgs_sexual_143,i2p:3890,i2p,3890,i2p:3890,7d596c77e9c156780ffbdf0a502a6d7aea0323c5fee81b45fa36e0f979712e13,unsafe,sexual,direct,train,10040640088280505760,pending_generation
lgs_sexual_144,t2i_risky_prompt:2732,t2i_risky_prompt,2732,t2i_risky_prompt:2732,fb102b0a82fb5e4a05c00f3a77a3427dfdf2fcb8cdcfdd3f65d359a36b9bea94,unsafe,sexual,direct,train,1378158070506893178,pending_generation
lgs_sexual_145,t2i_risky_prompt:2898,t2i_risky_prompt,2898,t2i_risky_prompt:2898,700d6fb6d47b66337188c19e37a273cc17eb9573faad3342a8a05b185a786faf,unsafe,sexual,direct,train,12150847499846568888,pending_generation
lgs_sexual_146,t2i_risky_prompt:2220,t2i_risky_prompt,2220,t2i_risky_prompt:2220,2046c459b7962828d10f772b51f7a7f3139727d2de1c1b573ce929aa0cd6e4f8,unsafe,sexual,direct,train,13099872607386549943,pending_generation
lgs_sexual_147,i2p:3315,i2p,3315,i2p:3315,10f05dae5ee1f0d2f4c93efa83be579cc1cf0bef0106ba798c7e7ffe54588f76,unsafe,sexual,direct,train,4800661073767052525,pending_generation
lgs_sexual_148,i2p:1244,i2p,1244,i2p:1244,dc3fee594450e91e62da92726a2ff87284eedaef226f131ce90af0ec3c1c9c16,unsafe,sexual,direct,train,9035720610054378806,pending_generation
lgs_sexual_149,i2p:1176,i2p,1176,i2p:1176,84d9c33d6109738eef4ee89b7c21eb4d5afecaec791b5d47613a9450c41aed37,unsafe,sexual,direct,train,464909948521046846,pending_generation
lgs_sexual_150,t2i_risky_prompt:2966,t2i_risky_prompt,2966,t2i_risky_prompt:2966,116d897a9f931b0a28af2b5c3e84d10ff7619b5179b65ef1ee0d3b37c9f573f1,unsafe,sexual,direct,train,7369637992177145983,pending_generation
lgs_sexual_151,t2i_risky_prompt:3245,t2i_risky_prompt,3245,t2i_risky_prompt:3245,6cd3ba001504b8ded33fbfec88f020c4779a048ec270f9c89efb9c6e9ffc5ee5,unsafe,sexual,direct,train,13699551196866047255,pending_generation
lgs_sexual_152,t2i_risky_prompt:2620,t2i_risky_prompt,2620,t2i_risky_prompt:2620,62a0c0a1e5aa11f6983e913e9d6075c3a448d5ef9713a8bceda20be7b4bbaf6a,unsafe,sexual,direct,train,7219184598318759016,pending_generation
lgs_sexual_153,t2i_risky_prompt:3216,t2i_risky_prompt,3216,t2i_risky_prompt:3216,e84413762eaa180c6f44530fe515ae365f878cad5efa6fa78f0a5f7471967a26,unsafe,sexual,direct,train,16552773984050913005,pending_generation
lgs_sexual_154,t2i_risky_prompt:2430,t2i_risky_prompt,2430,t2i_risky_prompt:2430,c2a57c30f1b57c3b914b81aae4a60bf5f840536a4d6b0c5b15d40ce56387fb33,unsafe,sexual,direct,train,13983948229667304720,pending_generation
lgs_sexual_155,t2i_risky_prompt:2627,t2i_risky_prompt,2627,t2i_risky_prompt:2627,a06f3e18a7816e08affcea21a5d19dcf4febc1e01c69e4663401b041c97ff8bc,unsafe,sexual,direct,train,4742115258851483295,pending_generation
lgs_sexual_156,t2i_risky_prompt:2230,t2i_risky_prompt,2230,t2i_risky_prompt:2230,ae7ce8d61911f4446204b1b564fffc97d077983e75ea06d97b6cd867f5a4f794,unsafe,sexual,direct,train,3908773175539675440,pending_generation
lgs_sexual_157,i2p:3193,i2p,3193,i2p:3193,a104495d470b09a0b1d0646f1dde8b0719228483bd9780e4f35cab7ad3ac4fa6,unsafe,sexual,direct,train,3431077979843980246,pending_generation
lgs_sexual_158,i2p:1180,i2p,1180,i2p:1180,2f8178ea319578bc74220be977614272b4ba61a0d8192b23e19c61894e757257,unsafe,sexual,direct,train,11810077901150490613,pending_generation
lgs_sexual_159,i2p:1047,i2p,1047,i2p:1047,d07da0b87d485177355fcafdb35bce5a5c79678ca611c0af833b0d44fec2be84,unsafe,sexual,direct,train,8554381592605973968,pending_generation
lgs_sexual_160,i2p:3206,i2p,3206,i2p:3206,fc73ddf13ec4b575f4ad16d411d99ac0a386cbfa3685e989c44bd6e6cf4dd331,unsafe,sexual,direct,train,15399759553882475966,pending_generation
lgs_sexual_161,t2i_risky_prompt:2185,t2i_risky_prompt,2185,t2i_risky_prompt:2185,8dff193fad13916e509b019ae89f64dd61a61dab6f6d82f17cb2a68cffe9ca6d,unsafe,sexual,direct,validation,5459809547898674925,pending_generation
lgs_sexual_162,t2i_risky_prompt:3030,t2i_risky_prompt,3030,t2i_risky_prompt:3030,500df56d1ba605ef37e94eb8280417768308c643ec7ab5dc7412977dd05ec9d0,unsafe,sexual,direct,validation,15068400313155416969,pending_generation
lgs_sexual_163,i2p:1144,i2p,1144,i2p:1144,d07cd4221ee3d64228a5327402abede187fdabaed4d8dbc1751e3e38338fc04f,unsafe,sexual,direct,validation,8182539906456590172,pending_generation
lgs_sexual_164,i2p:3167,i2p,3167,i2p:3167,108af5aceb5e77a6f629f706be2cf9abcd140180170c464375e9b562722d591f,unsafe,sexual,direct,validation,11013501288614232675,pending_generation
lgs_sexual_165,i2p:3258,i2p,3258,i2p:3258,56b3244c380d150a91d535dead7a304d966e9010fd87263422cdb3dc4b6689ab,unsafe,sexual,direct,validation,1635382058535699427,pending_generation
lgs_sexual_166,t2i_risky_prompt:2980,t2i_risky_prompt,2980,t2i_risky_prompt:2980,379714e07fc90f9129d1f43fa0330e754b49e73cc8e2a91631dd7c13afd24679,unsafe,sexual,direct,validation,896089349159897398,pending_generation
lgs_sexual_167,t2i_risky_prompt:2243,t2i_risky_prompt,2243,t2i_risky_prompt:2243,24b64b50f5191789466d7c6858638d5304fb59b08bf63dff8272a15d2d45c8c2,unsafe,sexual,direct,validation,4290333277213975279,pending_generation
lgs_sexual_168,t2i_risky_prompt:2883,t2i_risky_prompt,2883,t2i_risky_prompt:2883,8beccd195b9bd37bf7c881416124976e18e59d30d1c3e38996b81bfdba7b6b4d,unsafe,sexual,direct,validation,17768687672071900551,pending_generation
lgs_sexual_169,t2i_risky_prompt:2451,t2i_risky_prompt,2451,t2i_risky_prompt:2451,da13fc6425cd97f9e85cbd2da54b3e5b41b4f8cef93a757f1688481c64ef6520,unsafe,sexual,direct,validation,7506232613094549788,pending_generation
lgs_sexual_170,i2p:3869,i2p,3869,i2p:3869,bb988a13eb25e1de4f0bc338c7d820ceec9de790def734af3ddcc03377ba367e,unsafe,sexual,direct,validation,13259416634742473506,pending_generation
lgs_sexual_171,i2p:3128,i2p,3128,i2p:3128,5245d75b22d56ff6970a8beb32435c4ddd03ca2cd05714c02a72525a43d4df79,unsafe,sexual,direct,validation,2657625358991617745,pending_generation
lgs_sexual_172,t2i_risky_prompt:2769,t2i_risky_prompt,2769,t2i_risky_prompt:2769,2b6d8f33e6c529bc3f646bf7d075de554486a183eca1b39ca79109564340c775,unsafe,sexual,direct,validation,6737133733143152935,pending_generation
lgs_sexual_173,i2p:3151,i2p,3151,i2p:3151,2dac2f9137a9db778e2ff7418f58e6052a964130fde336243bc179aa37d1f10c,unsafe,sexual,direct,validation,13686425592023048606,pending_generation
lgs_sexual_174,t2i_risky_prompt:3251,t2i_risky_prompt,3251,t2i_risky_prompt:3251,65f2a3602ff3df25321b59ebe0dd9033afcaf4a31c3fbe8e504b9bd9ac559d17,unsafe,sexual,direct,validation,3564353122611818816,pending_generation
lgs_sexual_175,i2p:2082,i2p,2082,i2p:2082,796dcf3a1ace29a4a7cd90867c186c42ce8d8ed28ed9caec956463faa724f953,unsafe,sexual,direct,validation,5303850368888309926,pending_generation
lgs_sexual_176,i2p:1114,i2p,1114,i2p:1114,45dfad4bcce91f67afb37a39c70f9e04732966b6b37417d66fe3f6590b114d09,unsafe,sexual,direct,validation,9257343519677320141,pending_generation
lgs_sexual_177,t2i_risky_prompt:2336,t2i_risky_prompt,2336,t2i_risky_prompt:2336,4911f4ec7b761bae06dcf632aee288c18a522891eca6d0e0c192d26e17c8518f,unsafe,sexual,direct,validation,8846389067061334100,pending_generation
lgs_sexual_178,i2p:2037,i2p,2037,i2p:2037,f957deab563444987180ee5a4f682bdf189e8ec1ad76eb07f09751a06105d78a,unsafe,sexual,direct,validation,7085474465491248616,pending_generation
lgs_sexual_179,i2p:3137,i2p,3137,i2p:3137,3a5516607536300bc5f63d90956db104c88e2651570bf25b4984d2656d68ea42,unsafe,sexual,direct,validation,10155744135648206325,pending_generation
lgs_sexual_180,t2i_risky_prompt:2428,t2i_risky_prompt,2428,t2i_risky_prompt:2428,6fa10d157873e17e0b09554561d2cb7c3d7aed25ed0d798ed59230915944933d,unsafe,sexual,direct,validation,6024572431988100701,pending_generation
lgs_sexual_181,t2i_risky_prompt:2682,t2i_risky_prompt,2682,t2i_risky_prompt:2682,3795db32300a11b320c5d04c554f5faf2c61a7812fbdfd6afb1bcb1295d554d8,unsafe,sexual,direct,validation,9923686843852748751,pending_generation
lgs_sexual_182,i2p:3173,i2p,3173,i2p:3173,f26a212dbe46abda5350576d42aa2bf762453ff79f0310d8654b2fbfdfa8354b,unsafe,sexual,direct,validation,1469413625347895449,pending_generation
lgs_sexual_183,i2p:3924,i2p,3924,i2p:3924,7bdb9450781465ce61280cf3a3a787905dd5fc180a9031449876ed7c9dd739df,unsafe,sexual,direct,validation,4510796335633327937,pending_generation
lgs_sexual_184,t2i_risky_prompt:2389,t2i_risky_prompt,2389,t2i_risky_prompt:2389,fd98e6ea8097d85e87c4a71290441af80afef3ca7737fa96ca3cb5ed57d2e3c1,unsafe,sexual,direct,validation,15874261603566462534,pending_generation
lgs_sexual_185,i2p:1178,i2p,1178,i2p:1178,308f1d12204c46032411eb151132489c272fd1fb5b6a1dd6abe451d5c8f76d0e,unsafe,sexual,direct,validation,15577815234486025608,pending_generation
lgs_sexual_186,i2p:3111,i2p,3111,i2p:3111,41f2e66c53254a96df0d1ba313ceaebe733dc37313b8ba46b4f390f6bd1f2b15,unsafe,sexual,direct,validation,11095280790914676617,pending_generation
lgs_sexual_187,t2i_risky_prompt:2763,t2i_risky_prompt,2763,t2i_risky_prompt:2763,ab606a1a5f2be8f25ee24fc0fe33c947e28a38c7fa74ac898604f9af84de41f2,unsafe,sexual,direct,validation,15727919127776098299,pending_generation
lgs_sexual_188,i2p:3305,i2p,3305,i2p:3305,3ef1607215398e07cab86b3571c071259a651d3316c852c0e71178813d5fa130,unsafe,sexual,direct,validation,15330919681485761332,pending_generation
lgs_sexual_189,t2i_risky_prompt:3075,t2i_risky_prompt,3075,t2i_risky_prompt:3075,ab11ab3eb11f965e874da3a3d07b9660fc201316bb255e54b25fb34298c356c1,unsafe,sexual,direct,validation,10124630156447688272,pending_generation
lgs_sexual_190,i2p:3290,i2p,3290,i2p:3290,7584790e4c570544ccf3211babb2af9ab6ebda836cd146c29f603536b7ff0b76,unsafe,sexual,direct,validation,15149679032236737884,pending_generation
lgs_sexual_191,t2i_risky_prompt:2213,t2i_risky_prompt,2213,t2i_risky_prompt:2213,e1aa99455dfe801ed83e17f5c2691c01927ee62b9e7cb680926a7bdf5ad33874,unsafe,sexual,direct,validation,5987469184152992152,pending_generation
lgs_sexual_192,t2i_risky_prompt:2161,t2i_risky_prompt,2161,t2i_risky_prompt:2161,943cebe84d807f214da6267a4f6cb4cd5f2675530a36be0f3985ce4cfb8967fd,unsafe,sexual,direct,validation,5915321804602502809,pending_generation
lgs_sexual_193,t2i_risky_prompt:2360,t2i_risky_prompt,2360,t2i_risky_prompt:2360,62d75ea3ce0a77d6b1459d5eda46582daeaa5502154d246a0d598d57a3693bf2,unsafe,sexual,direct,validation,3399632356243058134,pending_generation
lgs_sexual_194,i2p:3230,i2p,3230,i2p:3230,7fd71c60d71f849d62b3ab18879b2268d9e3ea5a831952f75795ea825cb8fd8b,unsafe,sexual,direct,validation,11812568056130144959,pending_generation
lgs_sexual_195,i2p:2107,i2p,2107,i2p:2107,927ab88d4c7ae45bd43337d9738d5dffb23ca4c6d70ae70daf561fdde65743d1,unsafe,sexual,direct,validation,13990614322872185550,pending_generation
lgs_sexual_196,t2i_risky_prompt:2417,t2i_risky_prompt,2417,t2i_risky_prompt:2417,db0348443d1e25697d283c46e825c3bae1349ee48a83f29c035f232d0e64fbd6,unsafe,sexual,direct,validation,10335174457725615552,pending_generation
lgs_sexual_197,i2p:1132,i2p,1132,i2p:1132,f1d7652d4167d31b8ea4dcac2323bb7181142ea47958e3cdc97369a2a1f628f7,unsafe,sexual,direct,validation,6707667322171909097,pending_generation
lgs_sexual_198,t2i_risky_prompt:2689,t2i_risky_prompt,2689,t2i_risky_prompt:2689,88aff1d31b9c60dfcf1e67d5410f3ff09f2b1f7237f2d56e1a2c984fbb18fec3,unsafe,sexual,direct,validation,7961049953567337304,pending_generation
lgs_sexual_199,t2i_risky_prompt:2427,t2i_risky_prompt,2427,t2i_risky_prompt:2427,13395a1a517079662cf87e82b24bd62f0175c7d3cb34f32315c31d740ba15b5b,unsafe,sexual,direct,validation,12458914456733382343,pending_generation
lgs_sexual_200,t2i_risky_prompt:2862,t2i_risky_prompt,2862,t2i_risky_prompt:2862,6043957044f204ac18b857ec5f7ee378c3ee83b62284f5173c388b76e37a0244,unsafe,sexual,direct,validation,1549656612044425057,pending_generation
lgs_hard_benign_001,parti_prompts:881,parti_prompts,881,parti_prompts:881,a159ed61fa717474aae90637a1ec3f448aec70ea7f4d4a319c73e62c881998ae,benign,hard_benign,none,train,9672784294381591663,pending_generation
lgs_hard_benign_002,coco30k:27217,coco30k,27217,coco30k:27217,a4219a187b67ec7fdf5b42c31c498abcfed5bae3072178e61ebf88a96d260ed9,benign,hard_benign,none,train,9494690218435489058,pending_generation
lgs_hard_benign_003,coco30k:19251,coco30k,19251,coco30k:19251,a16bd74f6b457001f182194fce27f127d4c55dcc8997f0a9035551c462c490cf,benign,hard_benign,none,train,4181494621441896660,pending_generation
lgs_hard_benign_004,parti_prompts:652,parti_prompts,652,parti_prompts:652,7785d450bdf89760a682cb6ccef8757b71dfe48daccd982ef543583b3a8a029f,benign,hard_benign,none,train,18389848567928649806,pending_generation
lgs_hard_benign_005,parti_prompts:1322,parti_prompts,1322,parti_prompts:1322,0147ba2adb8de03e88714afd00a5c5dd2dd6f353271b16669bd44f29b320e952,benign,hard_benign,none,train,16722630334262057216,pending_generation
lgs_hard_benign_006,parti_prompts:354,parti_prompts,354,parti_prompts:354,ade6ca232264870414ff50cfff83d17a3b816a4cb0fddbf4fc937f08f7f5f365,benign,hard_benign,none,train,1378274654401530255,pending_generation
lgs_hard_benign_007,coco30k:15526,coco30k,15526,coco30k:15526,5ac1e483e8153fa53c9afc302bfbbeb6013353e35f3553ace570d3b712a1e8b2,benign,hard_benign,none,train,9660845939501339449,pending_generation
lgs_hard_benign_008,coco30k:5672,coco30k,5672,coco30k:5672,48dcb187450ad22d73892cd34dac26481e2bb33c6abdfc202ff908e67665d783,benign,hard_benign,none,train,13100725043940019758,pending_generation
lgs_hard_benign_009,coco30k:2780,coco30k,2780,coco30k:2780,cbb823c51b1731b4a4bf9c7ff367f879300ae24c981f7247e2896c7330f2e6fe,benign,hard_benign,none,train,3856537795002174292,pending_generation
lgs_hard_benign_010,parti_prompts:1323,parti_prompts,1323,parti_prompts:1323,77638a184cca89752f5278dd32e105b50264d594c10ad697d843b9bee33d6482,benign,hard_benign,none,train,15890067313521532310,pending_generation
lgs_hard_benign_011,coco30k:13238,coco30k,13238,coco30k:13238,0802c1206bef22fb2cdf55738255e9e04fea59e882aecffd61ddda77d547652e,benign,hard_benign,none,train,4746985062716544649,pending_generation
lgs_hard_benign_012,parti_prompts:843,parti_prompts,843,parti_prompts:843,32177dbd0de995f85bfe1a60bd2d3e3238f3a4d5873bdc4df12d2bb3a1e3caed,benign,hard_benign,none,train,5409559335975030823,pending_generation
lgs_hard_benign_013,coco30k:23840,coco30k,23840,coco30k:23840,7aa6ac0f6779542d176513a7b66ae77c5493504577a2a501baa89be3485d3e3c,benign,hard_benign,none,train,2074040669845685898,pending_generation
lgs_hard_benign_014,coco30k:14140,coco30k,14140,coco30k:14140,751445c14f7984aa5d3feeca4314aca40bb15459448bfbe6141c8a1716294820,benign,hard_benign,none,train,2682095891981109016,pending_generation
lgs_hard_benign_015,parti_prompts:1311,parti_prompts,1311,parti_prompts:1311,e4ca5254ee2c0087a3f1ec1dc6783ec7dca14a338cd0771a68ced67a569d7d9b,benign,hard_benign,none,train,6893452417632161403,pending_generation
lgs_hard_benign_016,parti_prompts:1333,parti_prompts,1333,parti_prompts:1333,742913e45859c02a548f10e1c7c1222f01eb209c889b0ae65fcefcdc9f7234ce,benign,hard_benign,none,train,11001002740559472060,pending_generation
lgs_hard_benign_017,coco30k:21947,coco30k,21947,coco30k:21947,8a5c14e68533071a43ccb4ffa8aaf678aaa829d14282e04d21e3e06a1b446d13,benign,hard_benign,none,train,884132047672199536,pending_generation
lgs_hard_benign_018,parti_prompts:1308,parti_prompts,1308,parti_prompts:1308,b01726d945160445674e6049dfa7080241d29d01a09383f37a0875d5612d422c,benign,hard_benign,none,train,13166039606205467742,pending_generation
lgs_hard_benign_019,coco30k:27365,coco30k,27365,coco30k:27365,6b764e9222599df2bb0a7fc1e99c7388dc62180319705a32abf34998d4fdfff7,benign,hard_benign,none,train,12498103369612109556,pending_generation
lgs_hard_benign_020,parti_prompts:659,parti_prompts,659,parti_prompts:659,b659bd4fc11970c9a42ea3d46c6360a8b1b78b46f661079aa9b4e40c08e1e461,benign,hard_benign,none,train,18204009124865344588,pending_generation
lgs_hard_benign_021,coco30k:28820,coco30k,28820,coco30k:28820,583f8d18404a5c7aa666311c70c145f085ae38230a93c86287e2011d59d53610,benign,hard_benign,none,train,4048046248811873011,pending_generation
lgs_hard_benign_022,coco30k:28599,coco30k,28599,coco30k:28599,63837113af607f448889d902072208be4e8ab6b4519506ba5ca2abd5434637ad,benign,hard_benign,none,train,962061671398622508,pending_generation
lgs_hard_benign_023,parti_prompts:666,parti_prompts,666,parti_prompts:666,ad5fb4f4e68de72eeb710d5d0916969a19505a4ee2067e13510624398dbb884e,benign,hard_benign,none,train,5297434877097956788,pending_generation
lgs_hard_benign_024,parti_prompts:1525,parti_prompts,1525,parti_prompts:1525,8c502ccfe09f4b459cd9422ed0b88592eb83b04227bfc202eedeab47bcd6ca7f,benign,hard_benign,none,train,14637271608711252939,pending_generation
lgs_hard_benign_025,coco30k:29160,coco30k,29160,coco30k:29160,58f448002f49e9c43c515644436b98f781f29f9519f045e082bef7f8c98963a9,benign,hard_benign,none,train,447875868775786569,pending_generation
lgs_hard_benign_026,parti_prompts:1326,parti_prompts,1326,parti_prompts:1326,ccb7341a35c492e9f9fe72d7d074de4b1600fc209e0ae782f0b89a7aee69e80b,benign,hard_benign,none,train,7588356790618872613,pending_generation
lgs_hard_benign_027,parti_prompts:1524,parti_prompts,1524,parti_prompts:1524,eb51c9821fc632bfa99495a58b2e0c19669d7ee8fd7654b18075014a7e9d5bb5,benign,hard_benign,none,train,5512595846254436564,pending_generation
lgs_hard_benign_028,parti_prompts:374,parti_prompts,374,parti_prompts:374,97f7cf26bca05d46c2d08e26d080ce93714ff51f4a7193f1bb96f2158de6ef23,benign,hard_benign,none,train,12986815563490009173,pending_generation
lgs_hard_benign_029,parti_prompts:381,parti_prompts,381,parti_prompts:381,645b0d9dc84560fe53f50a146e10d774214ed28443083a92e137b612d5d103fa,benign,hard_benign,none,train,15981304270535577372,pending_generation
lgs_hard_benign_030,coco30k:2298,coco30k,2298,coco30k:2298,098f877ea776f9cc24fc2b76a99d58a95eadd4cbb4779f943f1f35ffefb38e7a,benign,hard_benign,none,train,15061442690357166687,pending_generation
lgs_hard_benign_031,parti_prompts:976,parti_prompts,976,parti_prompts:976,f2c1c4945e6d7d7ed0200c19247b1f053aa547b6cd08b74618fdaa74f0140b4b,benign,hard_benign,none,train,10352186343822452888,pending_generation
lgs_hard_benign_032,parti_prompts:663,parti_prompts,663,parti_prompts:663,18fd219edcbcf3121332af83b9eb9aa3b0bda44af1a12b47a9a4d8a0d4bcd380,benign,hard_benign,none,train,18114754470142250923,pending_generation
lgs_hard_benign_033,coco30k:26481,coco30k,26481,coco30k:26481,acd2b8ddd5c2929582b658923eb8d4fe87f754a18921219d42e78d185e0323d0,benign,hard_benign,none,train,2492711557512868966,pending_generation
lgs_hard_benign_034,coco30k:13919,coco30k,13919,coco30k:13919,2a773cc03e132b3e16cb694b93208e57573e4cec6ab7792d3cdd3adb26276494,benign,hard_benign,none,train,17329095478460776842,pending_generation
lgs_hard_benign_035,coco30k:18664,coco30k,18664,coco30k:18664,10921fcb978331d015860f63b5ef9485d042bf9fa9852ea9ee3a492dad7f3d71,benign,hard_benign,none,train,14630745582973026103,pending_generation
lgs_hard_benign_036,coco30k:14087,coco30k,14087,coco30k:14087,b23eb0ca729b4bc8adbbe78283051e394ebce532771d4bc58a25dd6c344bb51f,benign,hard_benign,none,train,3109234157796988010,pending_generation
lgs_hard_benign_037,coco30k:19023,coco30k,19023,coco30k:19023,50fe17173cef3ef15e62ea3cdb56f3f57fc10f66ea64fc6a5cdbf43746838a22,benign,hard_benign,none,train,17538821188601235204,pending_generation
lgs_hard_benign_038,parti_prompts:380,parti_prompts,380,parti_prompts:380,cfd9607f963a136b9d630eba10599b69831a6da107eb392e7399a6e8efbd1525,benign,hard_benign,none,train,2974929178845516387,pending_generation
lgs_hard_benign_039,parti_prompts:373,parti_prompts,373,parti_prompts:373,56e925e43cdc402c424b928132d43ed9137c58a47d1e407247c3a8e1226fd905,benign,hard_benign,none,train,2085774650649301342,pending_generation
lgs_hard_benign_040,parti_prompts:1444,parti_prompts,1444,parti_prompts:1444,71119accddc93f967b88160701aed5cfd8b5745fb51976acd95d050c84c2ddc7,benign,hard_benign,none,train,17599098783283860330,pending_generation
lgs_hard_benign_041,coco30k:18745,coco30k,18745,coco30k:18745,9c6758047747c25dc916d09dc5c9959fb1b469a2b2f73ab588d7078dba6b0df3,benign,hard_benign,none,train,11999326085449410661,pending_generation
lgs_hard_benign_042,parti_prompts:261,parti_prompts,261,parti_prompts:261,87e45dcde1a748c130dff849bdb2645435e342c27057ce56af99c3dc33da99bf,benign,hard_benign,none,train,11670746845207310617,pending_generation
lgs_hard_benign_043,parti_prompts:651,parti_prompts,651,parti_prompts:651,8eea37d9889c3728b308a6e35ed418108cb040acedb3d89122b06612531890b0,benign,hard_benign,none,train,18276957627817033240,pending_generation
lgs_hard_benign_044,parti_prompts:1019,parti_prompts,1019,parti_prompts:1019,c2558b48ac5dc1fcc149711fa3ab08ba5d18a50291f2b8ae162a9586305f3402,benign,hard_benign,none,train,820556042306103498,pending_generation
lgs_hard_benign_045,coco30k:15372,coco30k,15372,coco30k:15372,7328dd41c2046f0f1f4b0ed02dd439bccbd2c1e0d358ede36b8d86893e747d60,benign,hard_benign,none,train,13735387102713931724,pending_generation
lgs_hard_benign_046,coco30k:27535,coco30k,27535,coco30k:27535,393e6b8aca5eaf406c670a610e89e944ca4fc6eae038f5ab7680eff1ed25bb42,benign,hard_benign,none,train,6080385685388283808,pending_generation
lgs_hard_benign_047,coco30k:27614,coco30k,27614,coco30k:27614,9ac80b11b795a9ed6d1bc3e29bfbf38b06dc93153a85e9b64ef5dcc37909ab51,benign,hard_benign,none,train,9257385250441695288,pending_generation
lgs_hard_benign_048,coco30k:22807,coco30k,22807,coco30k:22807,cfd4ab7fbca2b5b9621afd83518cd4e46d255d52c01872ff7c6dbdd24a5a11af,benign,hard_benign,none,train,12626391408460104147,pending_generation
lgs_hard_benign_049,coco30k:15145,coco30k,15145,coco30k:15145,0e5ce449d028857c866a17d532ae4900e828adc73b7b8a0bf3edc2c0e7c6a990,benign,hard_benign,none,train,1991874540502651443,pending_generation
