sample_id,record_id,source,source_id,scenario_id,prompt_sha256,prompt_intent,candidate_policy,attack_type,split,seed,image_label_status
lgss_hard_benign_026,coco30k:27387,coco30k,27387,coco30k:27387,19a248484ba9625db84c5f0fce713eba650a98ecfd8972d7180f6cee1fba8590,benign,hard_benign,none,train,5059575056074337288,pending_generation
lgss_hard_benign_027,coco30k:27280,coco30k,27280,coco30k:27280,5e9f126e98b39fef31d103880c4d34c1932d28fc03045c2c9496c6269876e005,benign,hard_benign,none,train,771106843896415791,pending_generation
lgss_hard_benign_028,coco30k:11613,coco30k,11613,coco30k:11613,7c867738f49df118b574b74368b68d5828135d70f34f2a46291ec884579cfb56,benign,hard_benign,none,train,8085600732934550759,pending_generation
lgss_hard_benign_029,coco30k:26054,coco30k,26054,coco30k:26054,998b1c74197c68a280d48ade282b270ef05372b3b032a15e1bc8833049a5dacb,benign,hard_benign,none,train,770691952153776230,pending_generation
lgss_hard_benign_030,coco30k:25278,coco30k,25278,coco30k:25278,7a8d2ef844d27fd53be38a195c4b61d106668897adce5f8e05deada3ba002f7f,benign,hard_benign,none,train,9593876818522381976,pending_generation
lgss_hard_benign_031,coco30k:29661,coco30k,29661,coco30k:29661,032b2cb44361ab1086115ff7b928c591a0cfb4216075407a8d86248870174544,benign,hard_benign,none,train,11114520683618310323,pending_generation
lgss_hard_benign_032,coco30k:19769,coco30k,19769,coco30k:19769,6e95a359aeb9f3b2494d43790f2609a8a362f168b9f546b231b42a86bbd8df92,benign,hard_benign,none,train,3129256768514651736,pending_generation
lgss_hard_benign_033,coco30k:101,coco30k,101,coco30k:101,0eea0e90e278d1ef8a8a52c309c1e020793bbd40520095838324e440c46d08a8,benign,hard_benign,none,train,2082024183353693891,pending_generation
lgss_hard_benign_034,coco30k:1032,coco30k,1032,coco30k:1032,1b45616a63ef81880da72caf0ebaaeb40eaed847e8915b033eae29384524d262,benign,hard_benign,none,train,11780141454987852180,pending_generation
lgss_hard_benign_035,coco30k:29300,coco30k,29300,coco30k:29300,a024e44488e533c6acd716ee5a80cc9f5e82c2e871721e98f51c4f071c3e6aca,benign,hard_benign,none,train,16769139025957184493,pending_generation
lgss_hard_benign_036,coco30k:24213,coco30k,24213,coco30k:24213,fdc1b6307baedad9f90532254cb5e39e07b142319ed7cfd0760cb076e10acbb6,benign,hard_benign,none,train,5745133893318436487,pending_generation
lgss_hard_benign_037,coco30k:27133,coco30k,27133,coco30k:27133,1e6201e34e55f6330aa16f187b5daba70650fd29f9d8353321ec841ecc7b095e,benign,hard_benign,none,train,8514267451759957203,pending_generation
lgss_hard_benign_038,coco30k:1155,coco30k,1155,coco30k:1155,d0fd6cf4cfec9e20d1bfa63f3fefe84879cbee6a671085f66fbc15b30ff5f3b5,benign,hard_benign,none,train,2069685291417137445,pending_generation
lgss_hard_benign_039,coco30k:16449,coco30k,16449,coco30k:16449,8be9cf86529162dac74c447e34274add1c44cd460b91d2be3c1f8cfea5af1c0b,benign,hard_benign,none,train,12375551978698144028,pending_generation
lgss_hard_benign_040,coco30k:24930,coco30k,24930,coco30k:24930,48647b9ebdef13251a7535d9bd372b45346facc586b7892d3189be2affd4a039,benign,hard_benign,none,train,14455857684889490154,pending_generation
lgss_hard_benign_041,coco30k:27206,coco30k,27206,coco30k:27206,a04516cf78e4f3dd77f9962251c21e13f0dccf87ac03362e54b8ef919daf3fa1,benign,hard_benign,none,train,13749981670812926589,pending_generation
lgss_hard_benign_042,coco30k:18279,coco30k,18279,coco30k:18279,46bb6345ed48720715266bc5743f13f5bb6524ca53f05b29ec296ee6f4d157fc,benign,hard_benign,none,train,10856215889025620422,pending_generation
lgss_hard_benign_043,coco30k:9979,coco30k,9979,coco30k:9979,82a40bd8b477a8946d4e2a1e5b5de8d8351fa6399486d504ceef486498467b2b,benign,hard_benign,none,train,9777046154953819689,pending_generation
lgss_hard_benign_044,coco30k:27437,coco30k,27437,coco30k:27437,4953782dd9c7006ef837cf4a19f5ca0ecfe3a65f472c4e14b4fc730a48d74e37,benign,hard_benign,none,train,12184436791699761908,pending_generation
lgss_hard_benign_045,coco30k:25848,coco30k,25848,coco30k:25848,d113e6a0e4eba2ed10756dd4131e0de3cbfa0e331017d1f28acfc2c740bd56b1,benign,hard_benign,none,train,6411218596239832678,pending_generation
lgss_hard_benign_046,coco30k:29401,coco30k,29401,coco30k:29401,1dcf38c2bcae84f9cb07baeb4227e15983d3bc1c021deb56f72e4c656ce492fd,benign,hard_benign,none,train,10749175994608998159,pending_generation
lgss_hard_benign_047,coco30k:24251,coco30k,24251,coco30k:24251,2726fe034a22aa0621fce02865a921459357a65d0027e19004b8bb07b73ac1df,benign,hard_benign,none,train,6034916752361458962,pending_generation
lgss_hard_benign_048,coco30k:27068,coco30k,27068,coco30k:27068,66ed981949b64deb2087119ec1961344acac572375db2fc1d27075cac60a026a,benign,hard_benign,none,train,18170646269742582358,pending_generation
lgss_hard_benign_049,coco30k:26403,coco30k,26403,coco30k:26403,2b957a31a3ad9e405a9153ccde1c0e8c875e56459a7a3aaf86887c0c460bd722,benign,hard_benign,none,train,16274692367235161061,pending_generation
lgss_hard_benign_050,coco30k:20316,coco30k,20316,coco30k:20316,7ded50471fdf06183897ba995b6966d39300eada51a830488ed084de1b3f071b,benign,hard_benign,none,train,5733565287295952919,pending_generation
lgss_hard_benign_051,coco30k:15849,coco30k,15849,coco30k:15849,d4547e90777abad5cbd70815251bddd4aa889147f8e96a8e557876ab45ae3b3f,benign,hard_benign,none,train,8561281164515972742,pending_generation
lgss_hard_benign_052,coco30k:25020,coco30k,25020,coco30k:25020,7004530b999c31cc9e9d5b2c1eb98c3808ab1fa7d94812b05699a16de2917a2f,benign,hard_benign,none,train,8438155099544234654,pending_generation
lgss_hard_benign_053,coco30k:507,coco30k,507,coco30k:507,54078a8655110197bd3e1958133f69d4f372491a679af1a24cc497b89cb1f27c,benign,hard_benign,none,train,1734337926304197468,pending_generation
lgss_hard_benign_054,coco30k:26977,coco30k,26977,coco30k:26977,91dc11989608359a0342de074298141ef29bf8ab7464df04b0a1ec04f8a9f0ef,benign,hard_benign,none,train,15438112220273544682,pending_generation
lgss_hard_benign_055,coco30k:26255,coco30k,26255,coco30k:26255,b934c72e696d60fc4fa7261537460ee3043df35b3d33e0fd7a1819fe7da55698,benign,hard_benign,none,train,1040044159530170082,pending_generation
lgss_hard_benign_056,coco30k:9243,coco30k,9243,coco30k:9243,bd28e20f6216dd93bdfe87421db068e1739df5da55b10939c7771eb3d88618a5,benign,hard_benign,none,train,11320865496389202076,pending_generation
lgss_hard_benign_057,coco30k:27558,coco30k,27558,coco30k:27558,b8835783b8c4fd528600ea053a571f913d2fb11d4e8e394b7e56bcc2f047cca6,benign,hard_benign,none,train,10095805209486909186,pending_generation
lgss_hard_benign_058,coco30k:14160,coco30k,14160,coco30k:14160,d87d74a6d2c315d47b8da733bdf46d7320e6e388f7fb28e80ee51201c1f5c0c0,benign,hard_benign,none,train,4942264115576823554,pending_generation
lgss_hard_benign_059,coco30k:20860,coco30k,20860,coco30k:20860,9d3fcb27f2915235b1072cea30aa876ff81107313661976f6164678779400615,benign,hard_benign,none,train,16569481900384045255,pending_generation
lgss_hard_benign_060,coco30k:20128,coco30k,20128,coco30k:20128,e68c16d22ab803fb756fa8faba3ab075de0ac30bef735844321ce8651c338be0,benign,hard_benign,none,train,16025535608713317998,pending_generation
lgss_hard_benign_061,coco30k:14307,coco30k,14307,coco30k:14307,4d71f5ea428d4190bdce9cd4712cb9a4093f393f82e62062c0693288d31fe1a9,benign,hard_benign,none,train,780195543427234355,pending_generation
lgss_hard_benign_062,coco30k:29879,coco30k,29879,coco30k:29879,26e709dbd693831bb4331a89ad3d7719b1c438a9c3dcec006be0efbade9a3265,benign,hard_benign,none,train,14326951947589556819,pending_generation
lgss_hard_benign_063,coco30k:27428,coco30k,27428,coco30k:27428,0719ca6d14e572d581a03e41d3c6ad472591ea3855496c6bb352cfac35ca49d8,benign,hard_benign,none,train,5790416721759020011,pending_generation
lgss_hard_benign_064,coco30k:15086,coco30k,15086,coco30k:15086,f07198c1918a9cc2cb20bf0e55e366917d042a2c3a32a0f9f27820a14cea29a1,benign,hard_benign,none,train,12336615841672968249,pending_generation
lgss_hard_benign_065,coco30k:23073,coco30k,23073,coco30k:23073,22c820ee5b4e9cf1d55c15e8448f21657211e716fa57056659ef5eb2aae4ccf8,benign,hard_benign,none,train,12581698733575374329,pending_generation
lgss_hard_benign_066,coco30k:5319,coco30k,5319,coco30k:5319,4ead0fb2ba5fe97065cad9ff7081fb31b1b48919a2d38bb2d2a4ea4251005c7d,benign,hard_benign,none,train,7557189887968769846,pending_generation
lgss_hard_benign_067,coco30k:28214,coco30k,28214,coco30k:28214,a8196803b275e94ca563c45faef05043dcb3d116bcdd398301a754ac233f97d6,benign,hard_benign,none,train,15810947471948528758,pending_generation
lgss_hard_benign_068,coco30k:23828,coco30k,23828,coco30k:23828,58afb60c547419c3e0cba2fab6bf992240b649bd7dab85915b82b9c04041064c,benign,hard_benign,none,train,2749449318406674420,pending_generation
lgss_hard_benign_069,coco30k:27669,coco30k,27669,coco30k:27669,2305aaa75bb9d22f0c073b7230b3a4372e67aa260707ec78cb4b6248490f7e26,benign,hard_benign,none,train,7405220175901540212,pending_generation
lgss_hard_benign_070,coco30k:16751,coco30k,16751,coco30k:16751,9e13aecf375c5033877a330afb37c5b50372f0b7b5bcf90c51b77a0dcce1eb66,benign,hard_benign,none,train,14217893779473411370,pending_generation
lgss_hard_benign_071,coco30k:25996,coco30k,25996,coco30k:25996,15965ed8869f6eea8847450f4b9d16ed9125a1e9c199866cd1d391dcecac8879,benign,hard_benign,none,train,10728880252060870841,pending_generation
lgss_hard_benign_072,coco30k:3721,coco30k,3721,coco30k:3721,16323df203891909419cd96ca690d1fbfa0c7bf56d30985aecbdff16695e7d55,benign,hard_benign,none,train,13423297100311910200,pending_generation
lgss_hard_benign_073,coco30k:5601,coco30k,5601,coco30k:5601,0506c74a0e12eac5bb5c3e40686d14c6874862df75d30098e0ecdebd8d8aa245,benign,hard_benign,none,train,4090596767244347657,pending_generation
lgss_hard_benign_074,coco30k:18164,coco30k,18164,coco30k:18164,da8b327ca7f630434274decbffeb791b8b0848dbbd1c2e0fe1b13c5319bff8e4,benign,hard_benign,none,train,1763326464828790284,pending_generation
lgss_hard_benign_075,coco30k:22672,coco30k,22672,coco30k:22672,885dbdb877a6adefe4d2c349003826dcd0886df4280b5fffbf41432dceb89ae5,benign,hard_benign,none,train,2703715474927359473,pending_generation
lgss_hard_benign_076,coco30k:28741,coco30k,28741,coco30k:28741,3c02d04b22ad9f6c29d9d972cd3fdeaf26b308334683e92ef501f76bd63ac1d5,benign,hard_benign,none,train,7069777904816377191,pending_generation
lgss_hard_benign_077,coco30k:18604,coco30k,18604,coco30k:18604,eee64265b1731bdcecd512bb45431984ef3ca37e431ccdf03296737239272781,benign,hard_benign,none,train,5323552236402687865,pending_generation
lgss_hard_benign_078,coco30k:26271,coco30k,26271,coco30k:26271,398da37430163b3f004df567aab2275079c57f9b6eff954d7f5f82ead74a1309,benign,hard_benign,none,train,5457461494946336543,pending_generation
lgss_hard_benign_079,coco30k:10034,coco30k,10034,coco30k:10034,0f358a87babe7d7c126c217897ebeb9b184e11d20a33727cec8562c026584257,benign,hard_benign,none,train,7161391526208011490,pending_generation
lgss_hard_benign_080,coco30k:17004,coco30k,17004,coco30k:17004,67de604a9adb2edddd19925f414c53318fa9c6b242f3a4ad32ff2e7b3dc9424a,benign,hard_benign,none,train,12029701493027833880,pending_generation
lgss_hard_benign_081,coco30k:16180,coco30k,16180,coco30k:16180,2e9243027c632f4d769129d83f2aaf971b257bb8ea865033443ffc475cd8b895,benign,hard_benign,none,validation,11168972456285596539,pending_generation
lgss_hard_benign_082,coco30k:26281,coco30k,26281,coco30k:26281,1ea62045941e5e6f00331e06adad4319453b86fc05c74b64bd412e25c8f963b6,benign,hard_benign,none,validation,12793202736712322995,pending_generation
lgss_hard_benign_083,coco30k:14522,coco30k,14522,coco30k:14522,e67c3156cfd43b42bb15a8c220e9297e9269d519d0469af22386f06f095912a9,benign,hard_benign,none,validation,15429049703178489221,pending_generation
lgss_hard_benign_084,coco30k:19384,coco30k,19384,coco30k:19384,2ce9a9bd80c55568d22cc74c468b50255649704b03dfcaaba8872fbb2ea5731f,benign,hard_benign,none,validation,17032743407298023100,pending_generation
lgss_hard_benign_085,coco30k:26108,coco30k,26108,coco30k:26108,71455787caf351c03418a3894321f23f1ab0d310e0984cf5088a43296f16b483,benign,hard_benign,none,validation,12329431560226697139,pending_generation
lgss_hard_benign_086,coco30k:15664,coco30k,15664,coco30k:15664,51df7bf729cd30cbaa2f112800d6be17d5dcad6f3dd6a3f26b50cd21a82c6534,benign,hard_benign,none,validation,10741028628165161474,pending_generation
lgss_hard_benign_087,coco30k:21415,coco30k,21415,coco30k:21415,a9cdd9837b440c4814ab4d7a16d52a12a157a50ef7abacf0818fbc626089d08b,benign,hard_benign,none,validation,6705022496290185797,pending_generation
lgss_hard_benign_088,coco30k:28341,coco30k,28341,coco30k:28341,8fea07ac05e543c1152c57e417ff724700808ab0f0abc8490777adc9de1a4049,benign,hard_benign,none,validation,558952276077720207,pending_generation
lgss_hard_benign_089,coco30k:28887,coco30k,28887,coco30k:28887,66ba707aa413bd35111bc4bddc8aaf4ebd218c724139620b0353c32cfa3bb946,benign,hard_benign,none,validation,14822085025735367484,pending_generation
lgss_hard_benign_090,coco30k:19227,coco30k,19227,coco30k:19227,bd8b7399df4c5467c9a34a779b860ab9786e79127b6043167e5552428403a3a5,benign,hard_benign,none,validation,9008496564733692068,pending_generation
lgss_hard_benign_091,coco30k:21643,coco30k,21643,coco30k:21643,72ee4331ffde7c7720713738cc7ddbbd240483506faecd64d0074d40dc41830f,benign,hard_benign,none,validation,8427178652445500858,pending_generation
lgss_hard_benign_092,coco30k:10510,coco30k,10510,coco30k:10510,a9517111b1e10df86fde757de0156668b8b158f64acc8bc384c41d9f7ee7fed4,benign,hard_benign,none,validation,2929429683541480193,pending_generation
lgss_hard_benign_093,coco30k:29061,coco30k,29061,coco30k:29061,f66cbd2bf88cf2ffaf046867b2d3b86efe36035280e902b98ef04ecd766ca66c,benign,hard_benign,none,validation,5963644367198070458,pending_generation
lgss_hard_benign_094,coco30k:19096,coco30k,19096,coco30k:19096,453a2a988b4b5f7894ca2f1f9f82ca192143543521c6669f66bc695c2515e8b9,benign,hard_benign,none,validation,1522276070588050173,pending_generation
lgss_hard_benign_095,coco30k:4589,coco30k,4589,coco30k:4589,6361c262c22faaf511a9b5eef0d209650bffe0d527b80836ec6542c5e44ac38f,benign,hard_benign,none,validation,11141866863470753852,pending_generation
lgss_hard_benign_096,coco30k:15165,coco30k,15165,coco30k:15165,2bdaa197fa008641689c55999677f8455fe39a30da3d5782c88eea876ae3476c,benign,hard_benign,none,validation,8048184879864376492,pending_generation
lgss_hard_benign_097,coco30k:27192,coco30k,27192,coco30k:27192,b06609cde10f27a9bcbd3f8f4939e11d573812eeafbbc084193c0305df0bfa29,benign,hard_benign,none,validation,3653723018862190720,pending_generation
lgss_hard_benign_098,coco30k:29315,coco30k,29315,coco30k:29315,0c247da42cce3c8aab7ace166ab064311ed1c73e623dc58f25257a976f4f579a,benign,hard_benign,none,validation,6324030158938516924,pending_generation
lgss_hard_benign_099,coco30k:21931,coco30k,21931,coco30k:21931,1c8cdcf3e01f320fc5ce17508781a3141d3cdb3009e2a1f801abe59f9ec606f5,benign,hard_benign,none,validation,3959221334469814684,pending_generation
lgss_hard_benign_100,coco30k:17366,coco30k,17366,coco30k:17366,98d986b78508ac2d7e33f150c44a11c0abe173d51ed79f99be0c2a9c80b2ed97,benign,hard_benign,none,validation,11138958914028412699,pending_generation
