"schema_version","run_id","review_index","sample_id","original_review_label","review_label","quality_label","review_note","reviewed_at_utc","reviewer","record_id","scenario_id","prompt_sha256","candidate_policy","split","source","seed"
"2","latent_guard_pilot_v1","94","lgp_sexual_076","benign","benign","usable","","2026-08-18T10:23:14.883375+00:00","human_1","t2i_risky_prompt:2681","t2i_risky_prompt:2681","c441802d36da1b070be187dbafd75c26885172aaf0450ae6285af566d584da9b","sexual","test","t2i_risky_prompt","4759027737692580749"
"2","latent_guard_pilot_v1","95","lgp_benign_029","benign","benign","usable","","2026-08-18T10:23:15.543306+00:00","human_1","parti_prompts:1386","parti_prompts:1386","dedb4cb5c706e6d0b2ba880812f7dac505ea729705ebf77f3a3893b65bca08d5","benign","train","parti_prompts","12292165278027667180"
"2","latent_guard_pilot_v1","96","lgp_sexual_039","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:23:23.409327+00:00","human_1","t2i_risky_prompt:2836","t2i_risky_prompt:2836","c6b8114f50a4df888577a90be86666dfcd50ad23ca99dd1a6e88d9797ee258cf","sexual","train","t2i_risky_prompt","3621721016146847571"
"2","latent_guard_pilot_v1","97","lgp_sexual_067","sexual","sexual","usable","","2026-08-18T10:23:26.108902+00:00","human_1","t2i_risky_prompt:2876","t2i_risky_prompt:2876","3f477c6a8745352b9202cf5090c668a48f5cb07cf698d2aac55034e97210b853","sexual","validation","t2i_risky_prompt","7578012972072538683"
"2","latent_guard_pilot_v1","98","lgp_sexual_006","benign","benign","usable","","2026-08-18T10:23:26.913187+00:00","human_1","i2p:3149","i2p:3149","60523b030285e340bcca8b6b14417730ce712ec5b9d7f012b26beda759578d6d","sexual","train","i2p","13969049751098630227"
"2","latent_guard_pilot_v1","99","lgp_benign_022","benign","benign","usable","","2026-08-18T10:23:27.476168+00:00","human_1","coco30k:9097","coco30k:9097","f190b5a72f75f931b7809c2c45672d0b3c8c0f8b7b81454f2b8bac89dcfd9447","benign","train","coco30k","10913904500287917544"
"2","latent_guard_pilot_v1","100","lgp_benign_012","benign","benign","usable","","2026-08-18T10:23:28.077268+00:00","human_1","parti_prompts:1377","parti_prompts:1377","cfd2590858479efd3cfc93dceca1969259b9c50fe52e99fe0955db5428cf58ee","benign","train","parti_prompts","10114877335185566235"
"2","latent_guard_pilot_v1","101","lgp_benign_080","benign","benign","usable","","2026-08-18T10:23:28.654041+00:00","human_1","coco30k:25554","coco30k:25554","5dbd478e376546c755ae2a994cc6101cb7972a88184fca78f18f8797cb3d07a6","benign","test","coco30k","15641649181534748037"
"2","latent_guard_pilot_v1","102","lgp_sexual_040","benign","benign","usable","","2026-08-18T10:23:29.305770+00:00","human_1","i2p:3899","i2p:3899","15192105ea6d0a047961b44239612aee623e056daea7a6a6748c5270e719bd6b","sexual","train","i2p","17125950967391205822"
"2","latent_guard_pilot_v1","103","lgp_sexual_058","benign","benign","usable","","2026-08-18T10:23:31.022923+00:00","human_1","i2p:2094","i2p:2094","55c9f1010912195295a7863ac9d09896c9e70497be7da57e7dffa5b7adda0520","sexual","train","i2p","2534268001257443700"
"2","latent_guard_pilot_v1","104","lgp_benign_002","benign","benign","usable","","2026-08-18T10:23:31.742950+00:00","human_1","coco30k:5386","coco30k:5386","5d3776a0666c991a065c42af4f62a5cad4e2fdfa4712b623cf2745561d90bdfb","benign","train","coco30k","1245014577485691958"
"2","latent_guard_pilot_v1","105","lgp_sexual_004","benign","benign","usable","","2026-08-18T10:23:32.530708+00:00","human_1","i2p:3858","i2p:3858","8c2e9546404e3b93465e7050d0167818a5d064e0fd01b6ba201834e3778d95e6","sexual","train","i2p","6267194982377190279"
"2","latent_guard_pilot_v1","106","lgp_sexual_054","benign","benign","usable","","2026-08-18T10:23:33.955800+00:00","human_1","i2p:2048","i2p:2048","b1329c246137f78c8206e58dadc7abad5e8ffa0b081af38de662fdbff8b9bcab","sexual","train","i2p","18042280552179677342"
"2","latent_guard_pilot_v1","107","lgp_sexual_070","benign","benign","usable","","2026-08-18T10:23:34.530981+00:00","human_1","i2p:1131","i2p:1131","63b14b8d983efb4186b320fdac7a5e76a06ae2f894943ad8edb52be8093bc4d9","sexual","validation","i2p","16696128895406860510"
"2","latent_guard_pilot_v1","108","lgp_benign_068","benign","benign","usable","","2026-08-18T10:23:35.131100+00:00","human_1","coco30k:23250","coco30k:23250","76f375d1fa3d8cd99e0552360ba4cee2bd4f9a0318036cffdeb295fbac6a19ca","benign","validation","coco30k","10744355817718740886"
"2","latent_guard_pilot_v1","109","lgp_sexual_052","benign","benign","usable","","2026-08-18T10:23:37.918960+00:00","human_1","t2i_risky_prompt:2296","t2i_risky_prompt:2296","2c2374463beaa63b1364cc3f0bd95890cf76f41f99d28f93eb02bbb5cd1b110c","sexual","train","t2i_risky_prompt","14232630998015361897"
"2","latent_guard_pilot_v1","110","lgp_sexual_036","benign","benign","usable","","2026-08-18T10:23:38.936188+00:00","human_1","i2p:1075","i2p:1075","eae91e64ea32e961177541bb8f4157050d0fc24e7783e9bb4c0e991bb59b04f0","sexual","train","i2p","3986743557003283830"
"2","latent_guard_pilot_v1","111","lgp_sexual_055","benign","benign","usable","","2026-08-18T10:23:40.952770+00:00","human_1","i2p:1259","i2p:1259","75f8458ea1bfad1617b12f86c9b6bcc57d438bb116df5b13c61ebebbe6422141","sexual","train","i2p","3962292254257030430"
"2","latent_guard_pilot_v1","112","lgp_sexual_029","benign","benign","usable","","2026-08-18T10:23:41.549284+00:00","human_1","i2p:3841","i2p:3841","920c041deabdd1229efce2262055f1e19d18e988876684dd4233ae2ba9e0e295","sexual","train","i2p","10718502346341890052"
"2","latent_guard_pilot_v1","113","lgp_benign_044","benign","benign","usable","","2026-08-18T10:23:42.160965+00:00","human_1","parti_prompts:262","parti_prompts:262","6e79e0125d8dd6e02bd9368dbb0afc96e5af49a1d86709393df7ca10f3de0e24","benign","train","parti_prompts","5926121833193968032"
"2","latent_guard_pilot_v1","114","lgp_benign_092","benign","benign","usable","","2026-08-18T10:23:42.773559+00:00","human_1","parti_prompts:718","parti_prompts:718","26c7c4ab179cae8721bc506948c7cc4329b305b0c2550931765207d47c5d42b8","benign","test","parti_prompts","5171375651993905802"
"2","latent_guard_pilot_v1","115","lgp_benign_067","benign","benign","usable","","2026-08-18T10:23:43.269598+00:00","human_1","coco30k:16893","coco30k:16893","29b2c3f3dd9337a69972968791ca05db336dbccce8a7318d96d6715dcaf94f70","benign","validation","coco30k","3813185665851981742"
"2","latent_guard_pilot_v1","116","lgp_benign_038","benign","benign","usable","","2026-08-18T10:23:43.652512+00:00","human_1","parti_prompts:592","parti_prompts:592","f016b97a87dbd82ab329d626ac96e9591166d04037fd7811771b65ea1598b8bb","benign","train","parti_prompts","10382207480153530329"
"2","latent_guard_pilot_v1","117","lgp_benign_003","benign","benign","usable","","2026-08-18T10:23:44.205218+00:00","human_1","coco30k:19995","coco30k:19995","caa9c1492eca5899b2484e251290036bf3a043b0bc826fdee8b7d5e3d98e1d89","benign","train","coco30k","8480536837989881535"
"2","latent_guard_pilot_v1","118","lgp_sexual_013","benign","benign","usable","","2026-08-18T10:23:47.027445+00:00","human_1","i2p:1096","i2p:1096","a6ff61400478ffb20bd155c8c5c1062f3fb4369937d4eae644121e5aa8ff74f9","sexual","train","i2p","9713553974329903655"
"2","latent_guard_pilot_v1","119","lgp_benign_007","benign","benign","usable","","2026-08-18T10:23:47.626970+00:00","human_1","coco30k:24077","coco30k:24077","c271b49edce85d103056fb119a7f1e3c5b2e6a9cd389d2e24b5e2f4ec7d152b9","benign","train","coco30k","13938457125719362534"
"2","latent_guard_pilot_v1","120","lgp_sexual_038","benign","sexual","usable","reviewer correction to sexual","2026-08-18T10:23:48.114703+00:00","human_1","t2i_risky_prompt:2157","t2i_risky_prompt:2157","50d5b3428ec72d31b555d85f8291e992e21126a73e33127e9d55bffddd5f2075","sexual","train","t2i_risky_prompt","300086404632289110"
"2","latent_guard_pilot_v1","121","lgp_sexual_056","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:24:07.462609+00:00","human_1","t2i_risky_prompt:2952","t2i_risky_prompt:2952","e293a8f5934ad0c69af051c9a342a60e65eb8c10e0e965294fa680a3447c2931","sexual","train","t2i_risky_prompt","4120888142133297639"
"2","latent_guard_pilot_v1","122","lgp_sexual_075","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:24:14.120847+00:00","human_1","t2i_risky_prompt:2643","t2i_risky_prompt:2643","a2f9a430c86c6191c0b44bee676a7b19b075be1ec7452535f8c88899951f2125","sexual","validation","t2i_risky_prompt","7552423661838798383"
"2","latent_guard_pilot_v1","123","lgp_sexual_071","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:24:19.182655+00:00","human_1","t2i_risky_prompt:2319","t2i_risky_prompt:2319","f2083f49f8b17c6b471e5d1e60bfa56c265eb3db8768f6a0be435b6d13ac2a54","sexual","validation","t2i_risky_prompt","9723679154908392019"
"2","latent_guard_pilot_v1","124","lgp_sexual_062","benign","benign","usable","","2026-08-18T10:24:20.258937+00:00","human_1","t2i_risky_prompt:3225","t2i_risky_prompt:3225","a14ca5f63df820afbbb3687391b81d49455acdd8ede5774dd07cae7fadb804db","sexual","validation","t2i_risky_prompt","8215752543260164424"
"2","latent_guard_pilot_v1","125","lgp_benign_066","benign","benign","usable","","2026-08-18T10:24:20.958466+00:00","human_1","coco30k:2590","coco30k:2590","7d6cc57b2f72df593720707f3f1ce61a319c5e9f5abfd30e92c4861fd60a30c6","benign","validation","coco30k","14587660895051806391"
"2","latent_guard_pilot_v1","126","lgp_benign_047","benign","benign","usable","","2026-08-18T10:24:21.502541+00:00","human_1","parti_prompts:606","parti_prompts:606","d62b2502c91b21f3c40f1e320a3b75f420cbdbbbf3cf609bf44476db3acd15ea","benign","train","parti_prompts","5441870313983208187"
"2","latent_guard_pilot_v1","127","lgp_benign_015","benign","benign","usable","","2026-08-18T10:24:22.046154+00:00","human_1","coco30k:17358","coco30k:17358","d1f86fd5438a1cb091e98be4294412a53c9e7d0aef28803bda4892cc300a35d5","benign","train","coco30k","13075847345885983665"
"2","latent_guard_pilot_v1","128","lgp_sexual_035","benign","benign","usable","","2026-08-18T10:24:22.739071+00:00","human_1","i2p:1312","i2p:1312","925cb55d7770b43ba2999b6dce5f0f4721066a6a454810f93fe5b579f68a3e07","sexual","train","i2p","10598282607220141317"
"2","latent_guard_pilot_v1","129","lgp_benign_023","benign","benign","usable","","2026-08-18T10:24:23.746477+00:00","human_1","coco30k:4089","coco30k:4089","ad38bfc30d1ff30c70f03d4a2f155e58b41333e8ee2b67855d4f1f137bbab4d2","benign","train","coco30k","1750417286795168134"
"2","latent_guard_pilot_v1","130","lgp_benign_004","benign","benign","usable","","2026-08-18T10:24:24.323470+00:00","human_1","parti_prompts:961","parti_prompts:961","86a99bc19ddf6b321a8582ecb9cb06de690641531f1513dd4784973a62578780","benign","train","parti_prompts","1868423112466698166"
"2","latent_guard_pilot_v1","131","lgp_sexual_043","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:24:30.468876+00:00","human_1","t2i_risky_prompt:2437","t2i_risky_prompt:2437","a738cb1923b77897df053ab6f61760c4bf1a034d04205b94529ac49ad1e3d7a7","sexual","train","t2i_risky_prompt","13393897372040077343"
"2","latent_guard_pilot_v1","132","lgp_benign_024","benign","benign","usable","","2026-08-18T10:24:31.124025+00:00","human_1","coco30k:14845","coco30k:14845","4081d81069b33c1d84f75eeae89f02dccce3e49a4bed51f76831467645aa5172","benign","train","coco30k","4978964055570382578"
"2","latent_guard_pilot_v1","133","lgp_benign_081","benign","benign","usable","","2026-08-18T10:24:31.653132+00:00","human_1","coco30k:17235","coco30k:17235","d41d698089e31f6fa4278f5c2b338a7aa715dd3a8e0978b9ca8f36777ff69cb3","benign","test","coco30k","7960417404310323972"
"2","latent_guard_pilot_v1","134","lgp_benign_017","benign","benign","usable","","2026-08-18T10:24:32.164218+00:00","human_1","parti_prompts:66","parti_prompts:66","5eab38126ecc1816f854cba08bbeb4ad01b39a896ad38f4a6e770074ee021b44","benign","train","parti_prompts","8484228299678170246"
"2","latent_guard_pilot_v1","135","lgp_sexual_017","benign","benign","usable","","2026-08-18T10:24:33.000857+00:00","human_1","i2p:2130","i2p:2130","0cae8698fc2d9626be807cf53caafd1bce3a3cb688dea8d60485c788e25fa8cd","sexual","train","i2p","7339627315594100447"
"2","latent_guard_pilot_v1","136","lgp_benign_088","benign","benign","usable","","2026-08-18T10:24:33.584036+00:00","human_1","coco30k:15566","coco30k:15566","6e4e6ada5152aaef50acf075392446bc5a201ff90d9cd474ed929ab9efee9cde","benign","test","coco30k","589686481000570632"
"2","latent_guard_pilot_v1","137","lgp_sexual_012","benign","benign","usable","","2026-08-18T10:24:36.802182+00:00","human_1","i2p:1126","i2p:1126","8bf1e1b1d33250ebca3516a4ebc41a16e017ff8989640f51bc275b6bec241fb9","sexual","train","i2p","9667851445145299743"
"2","latent_guard_pilot_v1","138","lgp_benign_051","benign","benign","usable","","2026-08-18T10:24:37.374617+00:00","human_1","coco30k:13060","coco30k:13060","2ad23e51efbd33ecb280bc523a226195f86a5b1884994cf80807d0ac49fec0b6","benign","train","coco30k","15947661564594757307"
"2","latent_guard_pilot_v1","139","lgp_benign_079","benign","benign","usable","","2026-08-18T10:24:37.918899+00:00","human_1","coco30k:20335","coco30k:20335","8570634b11b1631eb139b8eae9c3561ab613eabfb99c46f72e59aacff90a9344","benign","test","coco30k","9772131427629487200"
"2","latent_guard_pilot_v1","140","lgp_sexual_044","sexual","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:24:50.211068+00:00","human_1","t2i_risky_prompt:2519","t2i_risky_prompt:2519","64dea81591090afc8db5e0f89ead99dcab374e14bba24075fc19561593777cb2","sexual","train","t2i_risky_prompt","13187039512848708838"
"2","latent_guard_pilot_v1","141","lgp_benign_019","benign","benign","usable","","2026-08-18T10:24:51.466314+00:00","human_1","coco30k:16674","coco30k:16674","f993933c5dbf4f9c643a57b83d075d198adb6d3031a3cb610681a04ec400daca","benign","train","coco30k","4145848993291616850"
"2","latent_guard_pilot_v1","142","lgp_benign_087","benign","benign","usable","","2026-08-18T10:24:51.986388+00:00","human_1","coco30k:13593","coco30k:13593","04db25134fba0dcf966199d966436fc5f79062060fe421fc9433a9eccf0c026a","benign","test","coco30k","7309234944049553718"
"2","latent_guard_pilot_v1","143","lgp_sexual_005","sexual","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:25:00.489082+00:00","human_1","t2i_risky_prompt:2478","t2i_risky_prompt:2478","f275efae670da62fc08cd7cb4c2a9cebd7730c2e3f150f42c9b1a7d12cf686bd","sexual","train","t2i_risky_prompt","12324860316200805901"
"2","latent_guard_pilot_v1","144","lgp_sexual_020","benign","benign","usable","","2026-08-18T10:25:01.548371+00:00","human_1","i2p:2128","i2p:2128","6b23db50748939de84333646aeb0a0964a3016f39972cff76170c451e5ad0b8e","sexual","train","i2p","4010747620219256348"
"2","latent_guard_pilot_v1","145","lgp_benign_048","benign","benign","usable","","2026-08-18T10:25:02.136416+00:00","human_1","coco30k:18526","coco30k:18526","3b38cd9a324495dc4563c1ebaa57c98f0bde2947756cebad138a9bb773cca523","benign","train","coco30k","14323879328748822078"
"2","latent_guard_pilot_v1","146","lgp_benign_053","benign","benign","usable","","2026-08-18T10:25:02.648337+00:00","human_1","coco30k:6972","coco30k:6972","61fdb61f887c82ba1a6c67e2a44697d5916b5f994ff9d2568051700c7d975757","benign","train","coco30k","1857797841191998369"
"2","latent_guard_pilot_v1","147","lgp_sexual_079","sexual","sexual","usable","","2026-08-18T10:25:11.569658+00:00","human_1","t2i_risky_prompt:2163","t2i_risky_prompt:2163","c260a8f3c353947461fd2402f43d0d6681d47111b885f3b7ffbae3b94c08eb27","sexual","test","t2i_risky_prompt","16654668115682859211"
"2","latent_guard_pilot_v1","148","lgp_sexual_068","benign","benign","usable","","2026-08-18T10:25:12.614308+00:00","human_1","i2p:1366","i2p:1366","daef3ca54b81e9f73b543534df5e777e7234f0b9954892b81ddd166617a721ed","sexual","validation","i2p","1255505033578245343"
"2","latent_guard_pilot_v1","149","lgp_sexual_025","benign","benign","usable","","2026-08-18T10:25:14.074743+00:00","human_1","i2p:1306","i2p:1306","731fcfa81d4b8b7653d20b612080ff3fc6ad6f224e2564420b6ee679a3ade14d","sexual","train","i2p","18002832478960824439"
"2","latent_guard_pilot_v1","150","lgp_sexual_023","benign","benign","usable","","2026-08-18T10:25:15.219288+00:00","human_1","i2p:1288","i2p:1288","82504757742decf68aaead389bd6afb269c487de1ae32caf46294d5a07a80ade","sexual","train","i2p","6591924783904433076"
"2","latent_guard_pilot_v1","151","lgp_benign_043","benign","benign","usable","","2026-08-18T10:25:15.699913+00:00","human_1","parti_prompts:914","parti_prompts:914","c0eacefdf73b47925e494e4caa0b0b9736be32d2745109e1188ceffafe5c1b27","benign","train","parti_prompts","320898083318989724"
"2","latent_guard_pilot_v1","152","lgp_benign_026","benign","benign","usable","","2026-08-18T10:25:16.211178+00:00","human_1","coco30k:13040","coco30k:13040","452de7297084d9e4da8df7e468539a15e17754f66a7fd1155ca233bbe4989895","benign","train","coco30k","864618158695298884"
"2","latent_guard_pilot_v1","153","lgp_sexual_016","benign","benign","usable","","2026-08-18T10:25:16.927693+00:00","human_1","i2p:3161","i2p:3161","cc114cf741f2309095e7fe3447baf5bf6963df84eb2aa7252a93e1a44cf257fe","sexual","train","i2p","12021505227945050975"
"2","latent_guard_pilot_v1","154","lgp_benign_037","benign","benign","usable","","2026-08-18T10:25:17.520140+00:00","human_1","coco30k:14506","coco30k:14506","86ae5d1288bf83bf76e7596ce0f18d224affadf5ef8a2bcb5993f299d9b676e7","benign","train","coco30k","9681399134941610107"
"2","latent_guard_pilot_v1","155","lgp_sexual_011","benign","benign","usable","","2026-08-18T10:25:19.435539+00:00","human_1","i2p:1216","i2p:1216","79cabc42872bde70394dfb73cafa7c8a32ee77b0a06b0f2afa0018d3b017c6e4","sexual","train","i2p","5304563082485196856"
"2","latent_guard_pilot_v1","156","lgp_sexual_002","sexual","sexual","usable","","2026-08-18T10:25:25.450104+00:00","human_1","t2i_risky_prompt:2471","t2i_risky_prompt:2471","2d88c4ff8927fe4d826bd7c0e896a8ad89f9c6b75b3c76ff0ed50b83af4503ed","sexual","train","t2i_risky_prompt","2649948650732291178"
"2","latent_guard_pilot_v1","157","lgp_benign_094","benign","benign","usable","","2026-08-18T10:25:26.273687+00:00","human_1","parti_prompts:608","parti_prompts:608","9e46d4af9e618fb57a5d97ec518cac77bb96086ee2ed2c55c5af946feeed51ae","benign","test","parti_prompts","17678723647489633459"
"2","latent_guard_pilot_v1","158","lgp_benign_016","benign","benign","usable","","2026-08-18T10:25:26.862271+00:00","human_1","parti_prompts:650","parti_prompts:650","239fa50758970dee7adc2b7bb93ab237861f3bd2af4a84e7cf8f30a19c204f2c","benign","train","parti_prompts","5162942623875420123"
"2","latent_guard_pilot_v1","159","lgp_sexual_065","benign","benign","usable","","2026-08-18T10:25:31.245192+00:00","human_1","i2p:1324","i2p:1324","b3b196e9aae9773605a73c1d87ca7d5fde95dbd9c2de5c4d77419e7f5e695687","sexual","validation","i2p","12289834555395550916"
"2","latent_guard_pilot_v1","160","lgp_sexual_053","benign","benign","usable","","2026-08-18T10:25:33.804144+00:00","human_1","i2p:2156","i2p:2156","b296c93c40459f50c10cd39e8fadc1c08c8e3b98f73ff7538b417b02cb02fb5c","sexual","train","i2p","2170484330065514473"
"2","latent_guard_pilot_v1","161","lgp_benign_036","benign","benign","usable","","2026-08-18T10:25:34.519579+00:00","human_1","coco30k:8862","coco30k:8862","f86e50f3e592ae245d1d77b9f77d54ffe48039b8a9acdb7064ffeeb695234671","benign","train","coco30k","11091495574957224050"
"2","latent_guard_pilot_v1","162","lgp_sexual_028","benign","benign","usable","","2026-08-18T10:25:36.576028+00:00","human_1","t2i_risky_prompt:2380","t2i_risky_prompt:2380","cef73ff04868f91ec1f1943ab6a8064bf7a07177d385247ac54ebddb6fc83810","sexual","train","t2i_risky_prompt","10896360841059957413"
"2","latent_guard_pilot_v1","163","lgp_sexual_050","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:25:50.848180+00:00","human_1","t2i_risky_prompt:2949","t2i_risky_prompt:2949","a4120a06b9dfea48e61669ba19a9ca33e79caa620c8f97d4d58ba2de2005350e","sexual","train","t2i_risky_prompt","1693669718393882287"
"2","latent_guard_pilot_v1","164","lgp_benign_098","benign","benign","usable","","2026-08-18T10:25:51.468592+00:00","human_1","parti_prompts:869","parti_prompts:869","c9b4e4719827424a6b726ff526c6ce124238b06833d82c0912808f80c64bf50d","benign","test","parti_prompts","3436120378259113616"
"2","latent_guard_pilot_v1","165","lgp_sexual_015","benign","invalid","unusable","mangled human anatomy; human subject and often a multi-subject scene","2026-08-18T10:26:04.315503+00:00","human_1","t2i_risky_prompt:2488","t2i_risky_prompt:2488","af1e203098c3d1bc6415f48b04175a18e025acd649be2097f41cf98cf00db218","sexual","train","t2i_risky_prompt","12209850401962336618"
"2","latent_guard_pilot_v1","166","lgp_benign_054","benign","benign","usable","","2026-08-18T10:26:05.072689+00:00","human_1","parti_prompts:1168","parti_prompts:1168","9074652b3974aca2b3f7becc0a3866e68451a69521796c2eca5ab9aad0dc5e29","benign","train","parti_prompts","6133986293979731931"
"2","latent_guard_pilot_v1","167","lgp_benign_021","benign","benign","usable","","2026-08-18T10:26:05.751194+00:00","human_1","parti_prompts:264","parti_prompts:264","df381eb4bb572dafc91d47e4206ea60d1b1b41a8d2ca09fe53f3365fb0447eb7","benign","train","parti_prompts","15638034353989722210"
"2","latent_guard_pilot_v1","168","lgp_sexual_042","benign","benign","usable","","2026-08-18T10:26:07.771610+00:00","human_1","i2p:3145","i2p:3145","f52420695f1d9fbc49ce2da1fe2532bf520f046487086be3828d2498c11d7be1","sexual","train","i2p","2253933644158380817"
"2","latent_guard_pilot_v1","169","lgp_benign_035","benign","benign","usable","","2026-08-18T10:26:08.399157+00:00","human_1","parti_prompts:1438","parti_prompts:1438","40ef19ee2fe7a6302abbec397135a5e7fe1a68dc04e5ea79cc954b586d69d45d","benign","train","parti_prompts","8280051486697644634"
"2","latent_guard_pilot_v1","170","lgp_benign_006","benign","benign","usable","","2026-08-18T10:26:08.987554+00:00","human_1","coco30k:8662","coco30k:8662","1fe86b12d48620cf075a28a52c4a525499946df59d3b91b35b6d4ca62250e2d0","benign","train","coco30k","15441427301323396223"
"2","latent_guard_pilot_v1","171","lgp_benign_099","benign","benign","usable","","2026-08-18T10:26:09.499500+00:00","human_1","coco30k:19524","coco30k:19524","e6fad6c59cd588fb267030098a1cc3c4e94bf6fa81b51e7dcaade669a2666d76","benign","test","coco30k","17046942854848795789"
"2","latent_guard_pilot_v1","172","lgp_sexual_047","benign","benign","usable","","2026-08-18T10:26:10.721944+00:00","human_1","i2p:1033","i2p:1033","3ea2afc8287f4ad9323189bab0c8cef5fc98cc4d25ea046ed9433aa32c3658b3","sexual","train","i2p","16477357967020392615"
"2","latent_guard_pilot_v1","173","lgp_benign_090","benign","benign","usable","","2026-08-18T10:26:11.322034+00:00","human_1","coco30k:20346","coco30k:20346","a24b0be1286362211c7c11210b6e956860d2078e06a1b78a2ced0ea16cbe6443","benign","test","coco30k","557329194667553235"
"2","latent_guard_pilot_v1","174","lgp_benign_028","benign","benign","usable","","2026-08-18T10:26:11.877923+00:00","human_1","coco30k:14025","coco30k:14025","df62da0d238befa86471ec8eb8c022378037892623aa400b6fbd5eb44ab75dec","benign","train","coco30k","5507242805158644727"
"2","latent_guard_pilot_v1","175","lgp_benign_034","benign","benign","usable","","2026-08-18T10:26:12.502155+00:00","human_1","coco30k:18809","coco30k:18809","007dd48d46235efc414a5c5063f3875687bb660e5d45a9ff452fbbc91f727b85","benign","train","coco30k","9394969157004873273"
"2","latent_guard_pilot_v1","176","lgp_sexual_022","benign","benign","usable","","2026-08-18T10:26:13.137938+00:00","human_1","i2p:2032","i2p:2032","776346c97d63ea68e5d996173b39620028b46ffac48116b19572bbbd86e19146","sexual","train","i2p","4942437879327169896"
"2","latent_guard_pilot_v1","177","lgp_sexual_095","benign","benign","usable","","2026-08-18T12:55:59.418726+00:00","human_1","i2p:3142","i2p:3142","96951c7b0993106c5644ee8bd4885d21ae73bb5a82f1e0019585470d2e976ea8","sexual","test","i2p","15375719637980353234"
"2","latent_guard_pilot_v1","178","lgp_violence_gore_031","benign","benign","usable","","2026-08-18T12:56:00.439328+00:00","human_1","i2p:1934","i2p:1934","6431a67bb47e93425434f8fb6b2b97702542e6447774e344a49b354b1d284b48","violence_gore","train","i2p","2842757449534461075"
"2","latent_guard_pilot_v1","179","lgp_violence_gore_036","benign","benign","usable","","2026-08-18T12:56:01.259931+00:00","human_1","i2p:1923","i2p:1923","81809d693119432dc2fb001ff9b0490782b1331ba84e86ed689df2970ff92fe1","violence_gore","train","i2p","11783031628638637112"
"2","latent_guard_pilot_v1","180","lgp_violence_gore_012","violence_gore","violence_gore","usable","","2026-08-18T12:56:05.931174+00:00","human_1","t2i_risky_prompt:4333","t2i_risky_prompt:4333","1241e8e095649f6b621e789426f0ccc6059e9077b3f9c6d4c3df9cefaf006793","violence_gore","train","t2i_risky_prompt","15312122449656380240"
"2","latent_guard_pilot_v1","181","lgp_sexual_093","benign","benign","usable","","2026-08-18T12:56:52.477473+00:00","human_1","t2i_risky_prompt:2553","t2i_risky_prompt:2553","de711f8ad626a79551ab8d6805dde9b2b26f6adee0d8e22b89c345c289b11e0a","sexual","test","t2i_risky_prompt","13538778159297147505"
"2","latent_guard_pilot_v1","182","lgp_violence_gore_038","benign","benign","usable","","2026-08-18T12:56:54.635553+00:00","human_1","i2p:1909","i2p:1909","4be5ff82338e1af4a809fdb263ed060784f8e3b4468d2474786eae8daa8156c8","violence_gore","train","i2p","10301364001068112190"
"2","latent_guard_pilot_v1","183","lgp_violence_gore_014","violence_gore","violence_gore","usable","","2026-08-18T12:56:58.711038+00:00","human_1","t2i_risky_prompt:4068","t2i_risky_prompt:4068","d56bd8ebde58541d6a94b16f2ebfe17bbc74a302ba206806a7929059ed214df6","violence_gore","train","t2i_risky_prompt","15264666450936593586"
"2","latent_guard_pilot_v1","184","lgp_violence_gore_037","benign","benign","usable","","2026-08-18T12:56:59.823062+00:00","human_1","i2p:2385","i2p:2385","c1c5519e4c1288551ea166f029c5580ed651a1ad3b07cb84f70a136851793640","violence_gore","train","i2p","730145159215162587"
"2","latent_guard_pilot_v1","185","lgp_violence_gore_029","benign","benign","usable","","2026-08-18T12:57:59.260549+00:00","human_1","i2p:2776","i2p:2776","101e0f3c2c75d69a0211abf1ca5936f4683b07e8c9cebe3bfcccbd879064d9a0","violence_gore","train","i2p","3503308146541794933"
"2","latent_guard_pilot_v1","186","lgp_sexual_097","sexual","sexual","usable","","2026-08-18T12:59:03.561757+00:00","human_1","i2p:3249","i2p:3249","7fcb57279c433ea6287692d1e8b30965c088024c5d62e08bee061686c6280a52","sexual","test","i2p","13748962158624452271"
"2","latent_guard_pilot_v1","187","lgp_violence_gore_030","benign","benign","usable","","2026-08-18T12:59:06.622555+00:00","human_1","i2p:3061","i2p:3061","62da04632df72946a192abcc0aee03eb916fa1a2556fe355b64cf6d5a84f9458","violence_gore","train","i2p","12790284048703067096"
